user_id,block_average_correctness,reverse_tap_average_correctness,reverse_translate_average_correctness,listen_average_correctness,block_average_response_time,reverse_tap_average_response_time,reverse_translate_average_response_time,listen_average_response_time,user_ability_score,average_blocks_per_session,average_blocks_per_day,average_sessions_per_day,session_length_variance,blocks_per_session_variance,blocks_per_day_variance,sessions_per_day_variance,response_time_variance,churn_time,churn_time_category
++wRkBMl,0.11893939393939394,0.04184100418410042,0.25118483412322273,0.11578947368421053,0.014814616279505746,0.004244693664098468,0.013747413419157433,0.0045084203251736805,0.5589992248657593,0.04488382161928128,0.14414414414414414,0.2857142857142857,0.386577490975719,0.43832516909589303,0.7020099314306968,0.5466025697329024,0.6385489167482581,6.0,1
+1eKjQkd,0.14976958525345624,0.0,0.15363881401617252,1.0,0.023763852436197316,0.0,0.011773310595465164,0.001295784381478922,0.5691227901003788,0.023235676143743687,0.02965465465465466,0.09523809523809523,0.3083559102406928,0.32388955107415984,0.2616006051245299,0.1377053866549987,0.8538712508323881,15.0,2
+24bHaLs,0.08543417366946779,0.015625,0.10714285714285714,0.16058394160583941,0.009386666105219113,0.003541016686933329,0.004634683800041263,0.0062159817190361125,0.54128915124509,0.06025400490691297,0.06351351351351353,0.028571428571428553,0.41583263239121687,0.4829979584934315,0.48859363614607865,0.06192064365537275,0.7235042523842207,6.0,1
+8iRW0d/,0.05596470276008493,0.04462072384729797,0.18620689655172415,0.04933255948926291,0.008651116221408772,0.0055139525157234465,0.006355289419570431,0.003521404984234999,0.5244375658910955,0.18689565593880794,0.16759694477085785,0.0062111801242235865,0.6572201739998509,0.6279090576688173,0.6181314447550706,0.014454235499505712,0.6607314193107365,24.0,3
+EIy/px1,0.08550387596899224,0.006711409395973154,0.14383561643835616,0.11153846153846154,0.040053555295097285,0.0026521882176997334,0.006552184912611669,0.0173924166710967,0.5345280416667947,0.01787776013854813,0.06381381381381382,0.23809523809523808,0.265860557255812,0.3162225095769935,0.4522470481592329,0.40029866629306715,0.903072284772121,7.0,1
+EidTfZQ,0.10144927536231883,0.0,0.13953488372093023,0.18181818181818182,0.6567179893389761,0.004903862778760735,0.01456194208568054,0.4924252492497137,0.26156794833045055,0.03898470197719729,0.06081081081081082,0.08571428571428572,0.3183119846944337,0.3686065000643084,0.4168119032299691,0.0891050099268029,0.9957991815074266,4.0,1
+FXKqIdp,0.2919484702093398,0.10526315789473684,0.28,0.41150442477876104,0.01116841626666388,0.0018011701308052572,0.006126900026808647,0.004399933337818251,0.6418955300157516,0.033383244335401935,0.02972972972972973,0.06666666666666665,0.4069350069146603,0.47298597681127674,0.49943927802940713,0.11657634137956051,0.7345574437585211,21.0,3
+GCXi+J7,0.07962184873949579,0.03594771241830065,0.26,0.07083333333333333,0.009244355846749182,0.005279867233369666,0.007119684753374862,0.003951062543192813,0.5302356713692981,0.05430909111093842,0.06351351351351353,0.04285714285714287,0.4230449076961645,0.4560945285641106,0.4924811723608408,0.0712259729157098,0.49634688306226704,10.0,2
+H9QWAV4,0.07695473251028806,0.041379310344827586,0.24528301886792453,0.06956521739130435,0.006449365745810964,0.0042444776458224285,0.004836815076195243,0.0032045311138487425,0.5324722112555935,0.05580780887462949,0.05152027027027028,0.0357142857142857,0.4804641320180539,0.5443377328971033,0.5677011668522631,0.11094956715575513,0.2442803080434842,12.0,2
+HpB0ace,0.23265306122448978,0.109375,0.5849056603773585,0.2804878048780488,0.006492455816373522,0.0041698218523607295,0.004923784088630289,0.003365878942134273,0.6056996587581818,0.039127961763432466,0.08657094594594594,0.1607142857142857,0.3836419482300108,0.41228298879335,0.5739448226820885,0.2780955562391214,0.24049509124316953,9.0,2
